uniq_id,reference,bike_type,bike_size,bike_year,bike_year_circulation,bike_km,bike_color,bike_warranty,bike_description,price,bike_brand,bike_model,vendor_city,vendor_type,source,scrap_date,url
moto-selection-1187359,1187359,CUSTOM,1800,2009,0,1580,,,"RACING MOTORBIKE CONCESSIONNAIRE  SUZUKI - KAWASAKI Adresse : 29 AV SAINT GERMAIN DES NOYERS 77400 SAINT THIBAULT DES VIGNES Mail : racingmotorbike@orange.fr Tel : 01.60.07.24.24  Vous propose cette  :   SUZUKI VLR 1800 avec seulement 1580 km  INFORMATIONS :  . 1ER MAIN . Acheté et entretenue dans notre concession . 2 CLEFS  . Carnet d'entretien   EQUIPEMENTS :  . Pare brise démontage rapide . Sacoche cuir  . Compte tour KOSO   01.60.07.24.24 racingmotorbike@orange.fr  ,1ère main,Garantie 3 mois",10490,SUZUKI,VZ, St Thibault Des Vignes,Pro,moto-selection,2021-06-05 16:13:26.561623,http://www.moto-selection.com/moto-occasion/suzuki-vz/1187359.html
moto-selection-1188812,1188812,ROADSTER,702,2019,0,12694,,,"A saisir très belle KAWASAKI Z650 de 2019. Elle totalise 12694 kms.  Aucun frais à prévoir, Consommables et révisions sont à jour.  Avec possibilité d'extension garantie constructeur jusqu'au 07/08/2023  Financement pour 105.17EUR/mois sur 48 mois avec un apport de 1797EUR, étude personnalisée sur demande (apport et durée variable)  ,Compatible Permis A2,Garantie constructeur jusqu'au 07/11/2021  Nous nous occupons de votre carte grise. Reçue directement à domicile. Nous pourrons vous proposer des solutions de financement et d'assurance.  Pour plus de renseignements ou réservation :  Kawa Racing Nîmes Concessionnaire exclusif Kawasaki 27 bis rue du pied ferme 30900 Nîmes 04.66.84.60.01.  ",5990,KAWASAKI,Z 650, Nimes,Pro,moto-selection,2021-06-05 16:13:30.766602,http://www.moto-selection.com/moto-occasion/kawasaki-z-650/1188812.html
moto-selection-1178921,1178921,ROUTIÈRE,850,2019,0,5700,,,"  ,Garantie 6 mois",11490,YAMAHA,NIKEN 850 GT, Conflans Ste Honorine,Pro,moto-selection,2021-06-05 16:13:36.893896,http://www.moto-selection.com/moto-occasion/yamaha-niken-850-gt/1178921.html
moto-selection-1128372,1128372,TRAIL,1000,2007,0,21000,,,"Béquille centrale, top case, sacoches souples amovibles, poignées chauffantes, à negocier",5200,SUZUKI,V-STROM, Sance,Part,moto-selection,2021-06-05 16:13:37.144743,http://www.moto-selection.com/moto-occasion/suzuki-v-strom/1128372.html
moto-selection-1188750,1188750,ROADSTER,900,2020,0,1133,,,"  ,1ère main,Compatible Permis A2,Dépôt-vente,Garantie constructeur jusqu'au 15/05/2022",7299,APRILIA,SHIVER 900 ABS, Champniers,Pro,moto-selection,2021-06-05 16:13:43.215091,http://www.moto-selection.com/moto-occasion/aprilia-shiver-900-abs/1188750.html
moto-selection-1184318,1184318,SCOOTER,350,2012,0,4376,,,"Beverly Piaggio version 'Sport Touring' mis en circulation le 16/05/2012. Compatible avec permis progressif A2. Etat proche du neuf - kilométrage certifié - prêt à enlèvement.  Caractéristiques: - monocylindre 4 temps à injection électronique EU3. - développe 33 cv din (7250 tr/min). - transmission variateur. - freinage couplé. - antiblocage ABS. - antipatinage ASR de série. - 177 kg tous pleins faits.  Couvert par garantie interne à la concession de 6 mois, pièces et main d'oeuvre. Envoi du dossier complet sur demande.  ,Compatible Permis A2,Garantie 6 mois  ",3800,PIAGGIO,BEVERLY 300, Vesoul,Pro,moto-selection,2021-06-05 16:13:47.906541,http://www.moto-selection.com/moto-occasion/piaggio-beverly-300/1184318.html
moto-selection-1173288,1173288,ROADSTER,700,2015,0,32000,,,"PROFIL MOTOS, votre concessionnaire YAMAHA en Haute Savoie vous propose :  Marque : YAMAHA Modèle : MT07 MT 07 Année : 2015 Kilométrage : 32100KMS Coloris : BLANC  - Garantie 1 ANS - Révisée - Aucun consommable à prévoir  - CRASH-BAR DE PROTECTION -Échappement Werkes USA -Bulle sport noir  - Financement possible - Assurance possible  Plus d'infos : nous contacter au 0450983116 mardi au samedi / 9h-12h 14h-19h Profil Motos 1410 AV des Glières 74300 Cluses  ,Compatible Permis A2,Disponible à l'essai,Garantie 12 mois",5190,YAMAHA,MT-07, Cluses,Pro,moto-selection,2021-06-05 16:13:51.566886,http://www.moto-selection.com/moto-occasion/yamaha-mt-07/1173288.html
moto-selection-1188788,1188788,ROADSTER,800,2014,0,30450,,,"FZ8  DU 14/02/2014 GARANTIE 3 MOIS   LA REVISIN DES  30 000KM SERA FAITE POUR LA VENTE  OPTION: SAUTE VENT  LIVRAISON DANS TOUTE LA FRANCE POUR 310EUR   financement reprise autre moto assurance nous consulter YAM66 Amandine 0683573912 Marco 0665961546 Jean Louis 0679497006  ÉQUIVALENT : MT09-MT09SP-MT10-MT07-MT-Z900-FZ8-FZ1-Z-YAMAMA-HONDA-SUZUKI-KAWASAKI-TRIUMPH-STREET TRIPLE-SPEED TRIPLE-XS-XSR-SCRAMBLE  ,Disponible à l'essai,Garantie 3 mois",5199,YAMAHA,FZ8 FAZER, Perpignan,Pro,moto-selection,2021-06-05 16:13:56.613771,http://www.moto-selection.com/moto-occasion/yamaha-fz8-fazer/1188788.html
moto-selection-1185147,1185147,ROADSTER,900,2019,0,5547,,,"BULLE . PROTEGE MAINS . POIGNEE PASSAGER .  ,1ère main,Compatible Permis A2,Disponible à l'essai,Garantie 3 mois",6900,APRILIA,SHIVER 900 ABS, St Quentin,Pro,moto-selection,2021-06-05 16:14:02.565670,http://www.moto-selection.com/moto-occasion/aprilia-shiver-900-abs/1185147.html
moto-selection-1131940,1131940,ROADSTER,390,2019,0,220,,,"'extrême vend cette magnifique KTM 390 DUKE 2019 , 1138km , peut-être vendu avec ou sans l'akrapovic ( -10% sur l'échappement )   Révisée , garantie constructeur Financement classique de 12 à 60 mois et livraison possible. Jean-Christophe ou Cyril BERTELLI au 05.63.63.00.00 ou 06.74.09.62.16.   ",4990,KTM,390 DUKE, Montauban,Pro,moto-selection,2021-06-05 16:14:08.645719,http://www.moto-selection.com/moto-occasion/ktm-390-duke/1131940.html
moto-selection-1167137,1167137,SPORTIVE,999,2018,0,11325,,,"12186 - La Ninja ZX-10R SE remplit parfaitement l'adage qui lui a été affublé : best of both worlds, à savoir tirer le meilleur des deux mondes de la route et de la piste. Elle est parfaite pour celui qui veut faire des TrackDays  mais qui n'est pas un expert dans le domaine vaste et compliqué du réglage des suspensions.  ABS,Anti-démarrage,Peinture vernie,Shifter,Version sport,Assurance sur place,Démarches administratives sur place,Essai sur rendez-vous,Extension de garantie possible,Financement & Assurance possibles ,Financement possible,Gravage possible,Livraison possible,Prix hors frais d'immatriculation,Reprise possible,Transport possible,1ère main,Disponible à l'essai,Garantie 6 mois",16200,KAWASAKI,ZX-10R, Salon De Provence,Pro,moto-selection,2021-06-05 16:14:12.644757,http://www.moto-selection.com/moto-occasion/kawasaki-zx-10r/1167137.html
moto-selection-1186817,1186817,TRAIL,650,2019,0,1420,,,"1ère main. COMPATIBLE PERMIS A2 TRES PEU SERVIE CONTACTER TECHNO BIKE LE PUY KLE650/ VERSYS 650 ABS / VERSYS 1000/ KAWASAKI VERSYS PACK GRAND TOURER GARANTIE 4 ANS  47CV,1ère main,Compatible Permis A2,Garantie constructeur jusqu'au 12/06/2021",6800,KAWASAKI,VERSYS, St Germain Laprade,Pro,moto-selection,2021-06-05 16:14:17.041979,http://www.moto-selection.com/moto-occasion/kawasaki-versys/1186817.html
moto-selection-1186106,1186106,SCOOTER,125,2019,0,5714,,,"Elite Moto 15 vend HONDA - 125 FORZA de 2019  Le scooter totalise 5714 Kms au compteur  Scooter vendu entièrement révisé, aucun frais à prévoir. En très bon état.  - Dès 16 ans  - Dosseret passager - Bulle électrique réglable  - Vidange faite   Photos plus précises sur notre site internet  Livraison possible partout en France, 200EUR TTC Pour une reprise de votre moto d'occasion, formulaire de reprise disponible sur notre site Financement possible de 13 à 72 mois.  Plus d'infos ou de photos au 04 71 48 09 11 ou par mail.  Horaires du magasin: Mardi - Vendredi 9h/12h 14h/19h Samedi 9h/12h 14h/18h  ",4199,HONDA,NSS FORZA 125, Aurillac,Pro,moto-selection,2021-06-05 16:14:22.209246,http://www.moto-selection.com/moto-occasion/honda-nss-forza-125/1186106.html
moto-selection-1187381,1187381,SCOOTER,125,2007,0,47761,,,"MO JOEVIN  Top case,Démarches administratives sur place,Essai sur rendez-vous,Financement & Assurance possibles ,Aucun consommable à prévoir,Révision faite,100% d'origine,Très bon état général,Garantie 3 mois",1290,HONDA,FES1257, Orvault,Pro,moto-selection,2021-06-05 16:14:26.793171,http://www.moto-selection.com/moto-occasion/honda-fes1257/1187381.html
moto-selection-1187065,1187065,TRAIL,1200,2018,0,27117,,,"Honda VFR1200 X Crosstourer de 2018 boite standard. Ce n'est pas une DCT. Première main. Révision des 24 000 km faite dans notre atelier. Pas de frais à prévoir. Equipée d'une protection de réservoir.  La moto est vendue avec les protèges main d'origine.   Tous nos véhicules d'occasions ont été vérifiés pour la vente: nous regardons l'état des consommables (pneus, disques, plaquettes...) et nous vérifions également que les entretiens soient à jour (en fonction des préconisations constructeurs) pour ne pas que vous ayez de frais à prévoir.   Possibilité de réaliser un devis personnalisé d'assurance chez Yamaha Assurance et AMV.  Pour plus de renseignements demandez Pierre-Yves.  Toxic Bikes, concessionnaire exclusif Yamaha à Vernon depuis 2000. Ouvert du mardi au samedi de 9h à midi et de 14h à 18h  ABS,Anti-démarrage,Assurance sur place,Démarches administratives sur place,Prix hors frais d'immatriculation,Reprise possible,Factures d'entretien,Révision faite,Garantie 3 mois",9000,HONDA,CROSSTOURER, Vernon,Pro,moto-selection,2021-06-05 16:14:33.117990,http://www.moto-selection.com/moto-occasion/honda-crosstourer/1187065.html
moto-selection-1188251,1188251,ROADSTER,125,2018,0,6367,,,"HONDA CBF 125 ABS MIS LE 13/11/2018 AVEC 6367KMS  REVISION A JOUR PAS DE FRAIS A PREVOIR  FINANCEMENT POSSIBLE TOUTES DUREES .  ,1ère main,Garantie 12 mois",3790,HONDA,CBF, Montpellier,Pro,moto-selection,2021-06-05 16:14:38.195247,http://www.moto-selection.com/moto-occasion/honda-cbf/1188251.html
moto-selection-1148618,1148618,SPORTIVE,1000,2015,0,23500,,,"  Démarches administratives sur place,Essai sur rendez-vous,Gravage possible,Plus de photos sur demande,Prix hors frais d'immatriculation,Reprise possible,Aucun consommable à prévoir,Révision faite,Disponible à l'essai",11490,BMW,S 1000 XR, Arles,Pro,moto-selection,2021-06-05 16:14:43.908050,http://www.moto-selection.com/moto-occasion/bmw-s-1000-xr/1148618.html
moto-selection-1151054,1151054,ROADSTER,900,1998,0,72716,,,"YAMAHA DIVERSION, Révision complète, synchro de la la rampe, pipe admission neuve. Joints spy de fourche neufs, refection étrier de frein avant et arrière.  ",1600,YAMAHA,XJ, Villers Helon,Pro,moto-selection,2021-06-05 16:14:48.674297,http://www.moto-selection.com/moto-occasion/yamaha-xj/1151054.html
moto-selection-1188402,1188402,TRAIL,1000,2013,0,62688,,,"KAWASAKI 1000 VERSYS abs ! Véhicule révisé, entretien et consommables a jour, aucun frais a prévoir. Options : Valises, top case, crash bar, feux additionnels, protège mains, top block.  Reprise et financement possibles.   ",5500,KAWASAKI,1000 VERSYS, Limonest,Pro,moto-selection,2021-06-05 16:14:54.686043,http://www.moto-selection.com/moto-occasion/kawasaki-1000-versys/1188402.html
moto-selection-1187658,1187658,CUSTOM,1300,2010,0,13700,,,"  Anti-démarrage,Peinture vernie,Bulle haute,Sissy bar,Valises,Assurance sur place,Aucun consommable à prévoir,Double des clés ,Révision faite",7200,YAMAHA,XVS 1300, SAINT MARTIN BOULOGNE,Pro,moto-selection,2021-06-05 16:15:01.899703,http://www.moto-selection.com/moto-occasion/yamaha-xvs-1300/1187658.html
moto-selection-1188199,1188199,SPORTIVE,125,2018,0,8500,,,"  ABS,Support de plaque,Financement & Assurance possibles ,Gravage possible,Reprise possible,Aucun consommable à prévoir,Révision faite,A peu roulé,Affaire à saisir,En parfait état,1ère main,Garantie 3 mois",3600,HONDA,CBR, Villefranche Sur Saone,Pro,moto-selection,2021-06-05 16:15:07.073837,http://www.moto-selection.com/moto-occasion/honda-cbr/1188199.html
moto-selection-1173212,1173212,TRAIL,1043,2020,0,1250,,,"La concession KAWASAKI Folie-Méricourt propose un VERSYS 1000 SE d'août 2020 totalisant 1 250 Kms. Moto état neuf.  ABS,Anti-démarrage,Anti-patinage,Béquille centrale,Peinture métal,Série spéciale,Shifter,Bulle haute,Bulle réglable,Poignées chauffantes,Protèges main,1ère main,Disponible à l'essai,Garantie constructeur jusqu'au 26/08/2022  Financement sur place de 24 à 60 mois y compris sans apport, accord sous 24 heures. Voici les documents nécessaires : pièce d'identité, permis de conduire (+attestation formation 125 si concerné), 3 dernières fiches de paie, dernier avis d'imposition sur le revenu, justificatif de domicile -3 mois (facture impérativement, pas d'échéancier ni d'attestation) et RIB.",14650,KAWASAKI,VERSYS 1000, Paris 12,Pro,moto-selection,2021-06-05 16:15:14.329746,http://www.moto-selection.com/moto-occasion/kawasaki-versys-1000/1173212.html
moto-selection-1186855,1186855,TRAIL,125,2001,0,30000,,,"Contactez nicolas au 0322718588 ou par mail nicolas.f@motoland.eu   Peinture métal,Garantie 3 mois",2790,HONDA,VARADERO 125, Rivery,Pro,moto-selection,2021-06-05 16:15:20.908696,http://www.moto-selection.com/moto-occasion/honda-varadero-125/1186855.html
moto-selection-1183696,1183696,ROADSTER,1000,2020,0,3300,,,"SUZUKI GSXS 1000 ETAT NEUF, FULL EQUIPEMENT XAVIER AU 0951658359 OU XAVIER@LEMANSMOTO.FR  Démarches administratives sur place,Essai sur rendez-vous,Financement & Assurance possibles ,Reprise possible,1ère main,Disponible à l'essai,Garantie constructeur jusqu'au 26/02/2022",12790,SUZUKI,GSX-S 1000 ABS, Ruaudin,Pro,moto-selection,2021-06-05 16:15:24.878993,http://www.moto-selection.com/moto-occasion/suzuki-gsx-s-1000-abs/1183696.html
moto-selection-1167726,1167726,SCOOTER,125,2009,0,13460,,,"  Béquille centrale,Support Top case,Assurance sur place,Démarches administratives sur place,Livraison possible,Prix hors frais d'immatriculation,Reprise possible,Aucun consommable à prévoir,Révision faite,A peu roulé,Entièrement d'origine,Faible coût d'assurance,Garantie 6 mois",1490,PEUGEOT,GEOPOLIS, Rouen,Pro,moto-selection,2021-06-05 16:15:29.831779,http://www.moto-selection.com/moto-occasion/peugeot-geopolis/1167726.html
moto-selection-1187936,1187936,CROSS,400,2018,0,2300,,,"Moto beta 390 rr enduro du 19/05/2018 avec 2300 klms ou 96 hres,bon etat générale ,pas de frais a prevoir,ligne fmf,financement, reprise, assurance et livraison possible, exemple de financement avec un apport de 990EUR suivie de 36 mensualités de 174EUR(personnalisable),un crédit vous engage et doit être rembourse, vérifiez vos capacités de remboursement avant de vous engager, contact j francois au 05.55.33.99.96  ,1ère main,Compatible Permis A2  // MOTO MOVE LIMOGES // MOTOMOVE // Depuis 1979, concessionnaire SUZUKI DUCATI HUSQVARNA GAS GAS KYMCO CAN AM MASH QUADRO ETC. 9 Rue Pierre de Fermat, 87280 LIMOGES. 05-55-33-44-61.  un crédit vous engage , vérifiez vos capacités de remboursement , plus de renseignements en magasin ",5990,BETA,RR, Limoges,Pro,moto-selection,2021-06-05 16:15:34.528136,http://www.moto-selection.com/moto-occasion/beta-rr/1187936.html
moto-selection-1160232,1160232,ROADSTER,1200,2019,0,2000,,,"Indian FTR1200 S Red  Steel Gray,   Régulateur de vitesse, 3 mode de conduite, Ecran tactile LCD, Connectivité smartphone, ABS, Suspensions entièrement réglable, Port USB, Freins brembo.  Visible dans votre concession Indian St-Maximin Tel : 0344975897 Mail : indian@saint-max-motos.fr  Indicateur de rapport engagé,Prise USB,Régulateur de vitesse,Disponible à l'essai,Garantie 24 mois",14395,INDIAN,FTR 1200 S, St Maximin,Pro,moto-selection,2021-06-05 16:15:39.619632,http://www.moto-selection.com/moto-occasion/indian-ftr-1200-s/1160232.html
moto-selection-1188888,1188888,SPORTIVE,1000,2011,0,38200,,,"Crédit total et reprise  possible contactez nicolas au 0322718588  ,Garantie 12 mois",8990,SUZUKI,GSX-R 1000, Rivery,Pro,moto-selection,2021-06-05 16:15:43.631377,http://www.moto-selection.com/moto-occasion/suzuki-gsx-r-1000/1188888.html
moto-selection-1188440,1188440,ROADSTER,125,2021,0,487,,,"KAWASAKI Z125 DU 15/02/2021 AVEC SEULEMENT 487KMS   FINANCEMENT ET ASSURANCE POSSIBLE SUR PLACE   GOODTIMES KAWASAKI BEZIERS DAFY MOTO   ABS,Disponible à l'essai,Garantie constructeur jusqu'au 15/02/2023",3990,KAWASAKI,Z 125, VILLENEUVE LES BEZIERS,Pro,moto-selection,2021-06-05 16:15:46.026192,http://www.moto-selection.com/moto-occasion/kawasaki-z-125/1188440.html
moto-selection-1178573,1178573,ROADSTER,750,2002,0,59280,,,"Entièrement révisée, Entretien à jour, Disques et plaquettes avant/arrière neuf, Bougies neuves  ,Compatible Permis A2,Garantie 3 mois",2790,KAWASAKI,ZR7, Quimper,Pro,moto-selection,2021-06-05 16:15:51.498040,http://www.moto-selection.com/moto-occasion/kawasaki-zr7/1178573.html
moto-selection-1187958,1187958,SCOOTER,650,2019,0,11894,,,"ABS,  POIGNEES CHAUFFANTES / SIEGES CHAUFFANTS AV/AR / BULLE ELECTRIQUE / RETRO ELECTRIQUE, MODE ECO, PRISE 12V, SUPPORT + TOP CASE GIVI, TABLIER BAGSTER, SUPPORT TEL, REVISION DES 12.000 KMS FAITE. AUCUN FRAIS A PREVOIR.  1ER MAIN   SCOOTER GARANTIE CONSTRUCTEUR 3 MOIS   ABS,Anti-démarrage,Béquille centrale,Boite semi-automatique,Indicateur de rapport engagé,Peinture vernie,Poignées chauffantes,Prise 12V,Top case 2 casques,Béquille centrale,Bulle électrique,Bulle réglable,Coupe circuit,Dosseret pilote,Jupe,Poignées chauffantes,Porte bagage,Selle chauffante,Selle réglable,Support mobile,Support Top case,Tablier,Top case 2 casques,Warning,Démarches administratives sur place,Essai sur rendez-vous,Financement & Assurance possibles ,Gravage possible,Livraison possible,Prix hors frais d'immatriculation,Reprise possible,Aucun consommable à prévoir,Dossier d'entretien complet,Double des clés ,Factures d'entretien,Manuel d'origine,Pneu ar neuf,Pneu av neuf,Révision faite,Trousse à outil,En parfait état,Première main,1ère main,Disponible à l'essai,Garantie 3 mois",8500,SUZUKI,BURGMAN, Aulnay Sous Bois,Pro,moto-selection,2021-06-05 16:15:57.444604,http://www.moto-selection.com/moto-occasion/suzuki-burgman/1187958.html
moto-selection-1128386,1128386,ROADSTER,1090,2012,0,5000,,,"Options: ligne Arrow + ecu full, lèche roue carbone, protections (cadre, carter...). 5000 kms evolutifs. ",9000,MVAGUSTA,BRUTALE , Cagnes Sur Mer,Part,moto-selection,2021-06-05 16:16:01.900504,http://www.moto-selection.com/moto-occasion/mvagusta-brutale-/1128386.html
moto-selection-1173889,1173889,ROADSTER,650,2004,0,12900,,,"  Démarches administratives sur place,Financement possible,Gravage possible,Aucun consommable à prévoir,Pneu ar neuf,Pneu av neuf,Révision faite,Bridable A2,Faible kilométrage,Compatible Permis A2,Garantie 3 mois",4299,SUZUKI,SV, Lens,Pro,moto-selection,2021-06-05 16:16:07.102268,http://www.moto-selection.com/moto-occasion/suzuki-sv/1173889.html
moto-selection-1164709,1164709,ROUTIÈRE,847,2019,0,251,,,"Votre concession Chalon Motos vous propose ce Niken Blue Phantom en Pack GT très peu kilométré. Plus de renseignement nous contacter Votre concession vous propose aussi un rachat de votre moto en direct sans reprise pour votre Yamaha. N'hésitez pas à nous contacter pour plus de détails. FZ6,FZ1,FZ8,XJ6,MT07,MT09,TRACER,R1,R6,R3,FJR,XTZ,XSR.  ,Disponible à l'essai,Garantie constructeur jusqu'au 06/09/2021",12990,YAMAHA,NIKEN, Sevrey,Pro,moto-selection,2021-06-05 16:16:14.020138,http://www.moto-selection.com/moto-occasion/yamaha-niken/1164709.html
moto-selection-1180585,1180585,SCOOTER,750,2019,0,11700,,,"Mise à la vente par Mekanik, concessionnaire officiel Honda, KTM, Moto Guzzi, Vespa, Piaggio, Aprilia et Gilera à Annecy.   _Options : repose pied enduro, prise USB, échappement arrow.   ",10290,HONDA,X-ADV 750, Seynod,Pro,moto-selection,2021-06-05 16:16:18.093645,http://www.moto-selection.com/moto-occasion/honda-x-adv-750/1180585.html
moto-selection-1187526,1187526,ENDURO,250,2017,0,66,,,"Elite Moto 15 vend HUSQVARNA - 250 FE de 2017  La moto totalise 66 heures de fonctionnement seulement au boitier CDI pour 103 Hrs et 3478 Kms au compteur.  Moto d'occasion vendue entièrement révisée, aucun frais à prévoir. En excellent état.  - Pneus avants et arrières neufs - plaquettes avants et arrières neuves - Kit chaîne neuf - Guide chaine neuf ( couronne bi-matière) - Sabot méca systeme - ventilateur de refroidissement    Photos plus précises sur notre site internet  Livraison possible partout en France, 200EUR TTC Pour une reprise de votre moto d'occasion, formulaire de reprise disponible sur notre site Financement possible de 13 à 72 mois.  Plus d'infos ou de photos au 04 71 48 09 11 ou par mail.  Horaires du magasin: Mardi - Vendredi 9h/12h 14h/19h Samedi 9h/12h 14h/18h  ",6999,HUSQVARNA,FE 250, Aurillac,Pro,moto-selection,2021-06-05 16:16:24.395539,http://www.moto-selection.com/moto-occasion/husqvarna-fe-250/1187526.html
moto-selection-1187091,1187091,CUSTOM,800,2002,0,32400,,,"Magnifique  VL 800 VOLUSIA INTRUDER.  Mise en circulation en 04/2002.  Très bon état général,  Aucun frais à prévoir.       Assurance sur place,Financement possible,Gravage possible,Livraison possible,Reprise possible,Aucun consommable à prévoir,Double des clés ,En parfait état,Très bon état général  Pour tous nos véhicules nous pouvons vous proposer un financement adapté,  l'assurance et la livraison dans toute la France Plus d'infos et de photos rendez vous sur notre site www.planet-racing.fr N'hésitez pas à nous contacter au 02.32.82.88.05     ",4890,SUZUKI,VL VOLUSIA, Deville Les Rouen,Pro,moto-selection,2021-06-05 16:16:29.390483,http://www.moto-selection.com/moto-occasion/suzuki-vl-volusia/1187091.html
moto-selection-1180661,1180661,SCOOTER,500,2019,0,15185,,,"ABS/ASR/ADV, Marche arrière, Accélérateur électronique « Ride-by-Wire », Feux diurnes DRL à LED, SUPPORT + TOP CASE AVEC DOSSERET PIAGGIO, TABLIER BAGSTER ZIP, POIGNEES CHAUFFANTES, PRISE USB. AUCUN FRAIS A PREVOIR.  1ER MAIN   SCOOTER GARANTIE CONSTRUCTEUR 21/09/2021  ABS,Anti-démarrage,Anti-patinage,Béquille centrale,Freinage couplé,Peinture mat ,Poignées chauffantes,Prise USB,Répartiteur de freinage,Top case 2 casques,Version sport,Béquille centrale,Clignotants Led,Coupe circuit,Dosseret passager,Dosseret pilote,Dosseret top case,Feu arrière à led,Jupe,Poignées chauffantes,Porte bagage,Prise USB,Support Top case,Tablier,Top case 2 casques,Warning,Démarches administratives sur place,Essai sur rendez-vous,Financement & Assurance possibles ,Gravage possible,Livraison possible,Prix hors frais d'immatriculation,Reprise possible,Aucun consommable à prévoir,Dossier d'entretien complet,Double des clés ,Factures d'entretien,Manuel d'origine,Trousse à outil,En parfait état,Première main,1ère main,Disponible à l'essai,Garantie constructeur jusqu'au 21/09/2021",8500,PIAGGIO,MP3 500 HPE SPORT ABS-ASR, Aulnay Sous Bois,Pro,moto-selection,2021-06-05 16:16:35.442598,http://www.moto-selection.com/moto-occasion/piaggio-mp3-500-hpe-sport-abs-asr/1180661.html
moto-selection-1183962,1183962,SCOOTER,300,2018,0,1717,,,"PIAGGIO VESPA 300 GTS DU 05/2018. ENTRETIEN A JOUR. GARANTIE 3 MOIS EXTENSION 12 MOIS. POSSIBILITE DE REPRISE. FLORIAN CONCESSION YAMAHA LA ROCHELLE 05.46.44.91.11  ABS,Anti-démarrage,Anti-patinage,Béquille centrale,Garantie 3 mois",4200,PIAGGIO,VESPA SS 300, Aytre,Pro,moto-selection,2021-06-05 16:16:42.405343,http://www.moto-selection.com/moto-occasion/piaggio-vespa-ss-300/1183962.html
moto-selection-1188498,1188498,TRAIL,500,2018,0,21473,,,"Honda trail routier de 1ère main (31/05/2018), état proche du neuf. Vendu neuf et suivi à la concession - sort de révision type 24000 km (normes Honda France).  Puissance du bicylindre en ligne = 35kW, adaptée aux permis A2.  Equipé d'un jeu de tampons Top-Block et d'une prise 12V. ¤ Couvert par garantie de 6 mois interne à la concession (PDR & MO). ¤ Dossier photos sur demande. ¤ Financement possible sous conditions d'acceptation, consultez-nous.  47CV,ABS,1ère main,Compatible Permis A2,Garantie 6 mois",5250,HONDA,CB 500 X, Vesoul,Pro,moto-selection,2021-06-05 16:16:47.270024,http://www.moto-selection.com/moto-occasion/honda-cb-500-x/1188498.html
moto-selection-1172594,1172594,TRAIL,1260,2019,0,7500,,,"MOTO EN ETAT PROCHE DU NEUF ENTRETIEN ET CONSOMMABLES OK PACK TOURING PACK URBAN SILENCIEUX TERMIGNONI CARBONE  Démarches administratives sur place,Essai sur rendez-vous,Extension de garantie possible,Financement & Assurance possibles ,Gravage possible,Livraison possible,Prix hors frais d'immatriculation,Reprise possible,Transport possible,1ère main,Disponible à l'essai,Garantie constructeur jusqu'au 02/03/2021  HORS FRAIS D'IMMATRICULATION ET FRAIS ADMINISTRATIFS POLE MOTO PASSION Tél : 04.68.66.76.65 COLL HONDA PERPIGNAN  Tél. : 04.68.85.38.36",19290,DUCATI,MULTISTRADA PIK, Perpignan,Pro,moto-selection,2021-06-05 16:16:52.128872,http://www.moto-selection.com/moto-occasion/ducati-multistrada-pik/1172594.html
moto-selection-1183073,1183073,ROADSTER,998,2020,0,5700,,,Bulle Haute ENTRETIEN A JOUR K69 / DARDILLY / LYON / kawasaki honda yamaha Boîte de vitesses : Manuelle 6 rapports Energie : Essence Puissance fiscale : 9CV Transmission : Chaîne Type Mine : ZRT00KK1E   ,14990,KAWASAKI,Z750, Dardilly,Pro,moto-selection,2021-06-05 16:16:55.724185,http://www.moto-selection.com/moto-occasion/kawasaki-z750/1183073.html
moto-selection-1180923,1180923,CUSTOM,2300,2014,0,12170,,,"Moto Triumph Rocket Modèle : Rocket 3 Coloris : Noir Mise en circulation : 31/07/2014 Kilométrage : 12 170 kms  Observations :  - Très bon état - Entretien à jour - Aucun consommable à prévoir - 1ère main  Accessoires :  - Selle Triumph  - Pare carter  Véhicule garantie 6 mois moteur  Prix tarif : 12 799 EUR  Reprise, location, financement et Assurance Possible  ************************************************** Retrouvez toutes nos occasions sur notre site Cholet-motos.fr ************************************** CHOLET-MOTOS 8 Avenue Francis Bouet 49300 CHOLET  Concessionnaire : Suzuki, Kawasaki, Aprilia, Piaggio, Gilera, Vespa et Mash  Magasin partenaire Moto Axxe  Horaires d'ouverture :  Du mardi au vendredi 9h00-12H00 . 14h00-19H00 Le samedi 9H00-12H00 . 14H00-18H00  Téléphone : 02.41.62.24.19 Mail : commercial@cholet-motos.fr  ,1ère main,Disponible à l'essai,Garantie 6 mois",12799,TRIUMPH,ROCKET III, Cholet,Pro,moto-selection,2021-06-05 16:17:02.900023,http://www.moto-selection.com/moto-occasion/triumph-rocket-iii/1180923.html
